id,0me,host_id,host_0me,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,reviews_per_month,calculated_host_listings_count,,last_review
12774,MANHATTAN Budget Shared Room East harlem,39657176,Andrew,Manhattan,East Harlem,40.8027,-73.9398,Shared room,75,7,1,0,0.04,1,,8/20/2017
12775,Charming NEW Nordic Style 1-bed apartment,7956889,K,Brooklyn,Bushwick,40.68864,-73.91295,Entire home/apt,86,28,3,66,0.43,1,,7/2/2019
12776,Pop Fashion Studio,6451056,Liz,Brooklyn,Bushwick,40.69793,-73.93141,Entire home/apt,93,3,5,0,0.78,1,,6/2/2019
12777,Sweet digs of Windsor,274296,Massimo,Brooklyn,Windsor Terrace,40.65554,-73.97932,Entire home/apt,104,3,30,43,4.95,1,,7/4/2019
12778,East Village Room,262461078,Sofi,Manhattan,East Village,40.72504,-73.97908,Private room,70,4,3,346,3,1,,6/30/2019
12779,The Sterling Flat,46454894,Maxine,Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.9543,Entire home/apt,105,1,2,0,0.08,1,,7/3/2017
12780,CLEAN! Executive Studio Suite. Entire apt w/pvt BR,121093001,Geoffrey,Queens,Ozone Park,40.67574,-73.85601,Entire home/apt,81,3,96,233,3.59,1,,6/22/2019
12781,"New studio in Gowanus, Brooklyn",14404488,Iván,Brooklyn,Gowanus,40.67835,-73.9908,Entire home/apt,102,10,0,0,0,1,,0
12782,NYC Private 1BR Apartment - 116th Street,59591371,Dustin,Manhattan,East Harlem,40.79889,-73.94489,Entire home/apt,89,6,48,15,4.21,1,,7/2/2019
12783,Spacious studio close to Manhatten,84146048,Michael,Queens,Sunnyside,40.73894,-73.92343,Entire home/apt,85,1,4,0,0.11,1,,9/13/2016
12784,"Spacious Room, Central Location, Historic block.",4463092,Samuel,Manhattan,Harlem,40.80339,-73.95167,Private room,71,2,64,18,1.02,2,,6/26/2019
12785,Private Bedroom Midtown,3660628,Michelle,Manhattan,Upper West Side,40.76898,-73.98453,Private room,105,4,0,0,0,1,,0
12786,Charming East Village Bedroom,7425016,Di,Manhattan,East Village,40.72967,-73.98668,Private room,74,2,2,0,0.15,1,,7/22/2018
12787,"Cozy room with balcony, 15min Manhattan",103488282,Kaka,Queens,Sunnyside,40.74739,-73.92058,Private room,85,1,115,76,4.94,5,,6/23/2019
12788,Private room in a Bohemian JP Loft! a,96737879,Yury,Brooklyn,Williamsburg,40.70263,-73.93488,Private room,70,5,1,4,0.37,3,,4/20/2019
12789,Highly nice area beautiful place too visit,264156969,Neal,Queens,Arverne,40.59279,-73.79993,Private room,80,1,1,90,1,1,,7/6/2019
12790,Modern loft in the best part of Bushwick.,52190465,Sobe,Brooklyn,Bushwick,40.70474,-73.9162,Entire home/apt,100,2,1,0,0.09,1,,8/14/2018
12791,Steps from subway and Central Park,15891234,Dan,Manhattan,East Harlem,40.794,-73.94585,Entire home/apt,100,2,6,0,0.14,1,,3/29/2016
12792,NYC  2-bedrooms apartment @ Brooklyn,258118351,Artie,Brooklyn,Borough Park,40.64032,-73.99493,Entire home/apt,95,18,2,38,1.62,2,,6/4/2019
12793,Huge Bedroom in Gorgeous Sunlit-Apartment in Wahi!,112430492,Justin,Manhattan,Washington Heights,40.83591,-73.94033,Private room,75,1,5,0,1.19,1,,6/29/2019
12794,Private Room in East Village  *FEMALE Guests only*,52768036,Laura,Manhattan,East Village,40.72793,-73.98876,Private room,85,1,44,19,2.01,1,,6/13/2019
12795,Big private room in Sunnyside NYC 7 min Subway,58234433,Martin,Queens,Sunnyside,40.73575,-73.9206,Private room,89,1,12,282,0.93,8,,6/16/2019
12796,Cozy Room in the Heart of NYC,31154454,Elliot,Manhattan,Kips Bay,40.74155,-73.98235,Private room,70,1,119,3,5.78,2,,6/23/2019
12797,Sunny Studio ~ Great Location!,17500155,Karol,Queens,Long Island City,40.74775,-73.94797,Entire home/apt,100,12,5,0,0.13,1,,7/25/2016
12798,Corner Junior Suite Room with One King Bed,260618374,The Knickerbocker,Manhattan,Theater District,40.75615,-73.98803,Private room,100,1,0,353,0,13,,0
12799,1- Bedroom in East Harlem,25959120,Dan,Manhattan,East Harlem,40.78668,-73.94247,Private room,85,2,2,0,0.08,1,,8/16/2017
12800,Sofa bed space for rent nightly,174504698,Moza,Queens,Elmhurst,40.73853,-73.88647,Shared room,100,1,0,179,0,1,,0
12801,Brooklyn Cute Room + Private Bath!,4498389,Zuzi,Brooklyn,Clinton Hill,40.68384,-73.96042,Private room,70,1,4,0,0.08,1,,10/26/2015
12802,旅客之家,64887490,Queen,Queens,Flushing,40.75895,-73.79196,Entire home/apt,80,2,86,115,3.83,1,,6/30/2019
12803,BEAUTIFUL SMALL BEDROOM/TIMES SQUARE/8 AVENUE,47705853,Katherine,Manhattan,Hell's Kitchen,40.75429,-73.99198,Private room,99,2,5,252,0.11,3,,10/2/2018
12804,Private bedroom with private bathroom in Brooklyn,57189210,Fer0nda,Brooklyn,Crown Heights,40.67493,-73.94828,Private room,90,3,1,56,1,1,,6/11/2019
12805,Bright private bedroom in prime Williamsburg apt,7344404,Justin,Brooklyn,Williamsburg,40.71237,-73.9598,Private room,75,4,6,0,0.27,1,,5/3/2019
12806,"Space, elegance, and comfort - Room",9930219,Arlene,Manhattan,East Harlem,40.80029,-73.94294,Private room,90,3,7,310,0.11,1,,2/27/2016
12807,1 bd available in 3bd apt in UWS,51371360,Minoo,Manhattan,Upper West Side,40.78347,-73.97748,Private room,75,2,2,0,0.05,1,,11/26/2016
12808,Luxury Highrise 1bd -great views -central location,15774226,Mirza,Manhattan,Theater District,40.76318,-73.98473,Private room,104,5,0,0,0,1,,0
12809,Quite place by the park,25326,Gregory,Brooklyn,Windsor Terrace,40.65777,-73.97487,Entire home/apt,105,1,15,269,1.56,2,,6/7/2019
12810,Large studio apt w/ private deck. Close to RUMC.,102263916,John,Staten Island,Tompkinsville,40.63111,-74.09001,Entire home/apt,99,1,37,172,4.25,2,,7/7/2019
12811,Harlem Musicians Home !!,249286477,Green,Manhattan,Harlem,40.82734,-73.94718,Entire home/apt,85,4,3,6,1.13,1,,7/6/2019
12812,Cozy Harlem Haven,299090,T,Manhattan,East Harlem,40.80767,-73.93913,Entire home/apt,99,2,7,0,0.2,1,,1/6/2019
12813,W50's Sunny Studio in a 24/7 DM BL,3038687,Karen,Manhattan,Hell's Kitchen,40.76479,-73.98455,Entire home/apt,99,30,8,107,0.14,8,,5/1/2019
12814,Lovely Spacious Bedroom in Brooklyn,23700673,Yoni,Brooklyn,Clinton Hill,40.69546,-73.96188,Private room,76,3,163,53,5.22,2,,6/12/2019
12815,Spacious room within minutes to A express train!,10896884,Gaurav,Manhattan,Washington Heights,40.84798,-73.94092,Private room,99,2,0,0,0,1,,0
12816,Gorgeous sunny studio & perfect beautiful NYC area,24767704,Danielle,Brooklyn,Bedford-Stuyvesant,40.6847,-73.93262,Entire home/apt,79,2,4,0,0.09,1,,6/20/2016
12817,Eveland Private Bed & Living Room w/ Own Entrance,118971,Evelyn,Brooklyn,South Slope,40.66831,-73.98604,Private room,99,2,354,20,3.2,3,,5/20/2019
12818,Bright Quiet Room in the West Village,108890111,Miguel,Manhattan,West Village,40.73045,-74.00266,Private room,90,2,1,0,0.16,1,,1/2/2019
12819,Large Lofted Brooklyn Studio,7579910,Christine,Brooklyn,Bedford-Stuyvesant,40.69588,-73.93944,Entire home/apt,105,30,5,363,0.11,1,,12/31/2018
12820,Charming Area! Private Room!,192951036,Jasmine,Manhattan,Greenwich Village,40.728,-74.00032,Private room,99,1,0,226,0,10,,0
12821,Nice Suite with Kitchen,53268392,Crystal,Manhattan,Upper West Side,40.80076,-73.96389,Shared room,100,1,0,0,0,1,,0
12822,Private room with Central Park view,261188287,Stella,Manhattan,Upper West Side,40.77221,-73.98085,Private room,92,10,0,0,0,1,,0
12823,Surf-N-Sleep By the Sea Studio,260842282,Andy,Queens,Arverne,40.59269,-73.79635,Entire home/apt,95,2,6,348,3.46,1,,7/1/2019
12824,Quiet Clean and Charming! Entire Apt Fri-Sun!,43825948,Jeanie,Manhattan,Inwood,40.86582,-73.92582,Private room,79,4,26,238,0.78,1,,5/24/2019
12825,Stunning and Cozy Room in Brooklyn,707992,Andrea,Brooklyn,Sunset Park,40.64041,-74.01497,Private room,80,20,0,0,0,1,,0
12826,Entire Astoria Hardwood Floor 1 BR Apartment,72839296,Megahn,Queens,Long Island City,40.76235,-73.92973,Entire home/apt,99,2,16,0,0.44,1,,12/10/2016
12827,Private Room close to subway (3/3),40874834,Esteban,Queens,Jackson Heights,40.75421,-73.86435,Private room,75,1,96,339,2.06,3,,6/22/2019
12828,Above Graham stop - L train,2438262,Walker,Brooklyn,Williamsburg,40.71577,-73.94084,Private room,95,1,10,0,0.14,1,,12/3/2014
12829,Artsy apt in the heart of Brooklyn -- Near all!,27936743,Amy,Brooklyn,Bedford-Stuyvesant,40.68466,-73.94349,Entire home/apt,75,2,4,103,1.85,1,,6/19/2019
12830,"Modern, Ambient 1-Bedroom Apartment",28189446,Michella,Staten Island,Eltingville,40.54106,-74.14666,Entire home/apt,70,5,83,291,2.56,1,,7/1/2019
12831,Private Spacious Room ~ Near Trains,57069872,Allison,Queens,Astoria,40.76101,-73.91573,Private room,70,3,65,89,1.66,1,,6/20/2019
12832,Bedstuyvesant Apartment,81087558,Eric,Brooklyn,Bedford-Stuyvesant,40.68423,-73.94125,Entire home/apt,75,3,3,0,0.22,1,,11/5/2018
12833,Wonderfully inviting East Village,1207399,Mark,Manhattan,East Village,40.72709,-73.98274,Private room,90,1,109,333,1.15,1,,10/2/2015
12834,Studio apartment 10minute to JFK 20m to Manhattan,80904983,Eddie,Queens,Briarwood,40.71116,-73.81514,Entire home/apt,75,2,57,314,1.55,1,,5/17/2019
12835,Cozy Brooklyn Getaway,137649778,Shelly & Wayne,Brooklyn,East New York,40.67327,-73.89141,Entire home/apt,100,2,74,78,3.13,1,,7/4/2019
12836,Nice bedroom. Sleeps 2.,7181263,Kate,Manhattan,East Harlem,40.80055,-73.94101,Private room,88,1,99,112,3.31,2,,6/29/2019
12837,Private room in Astoria  close to Manhattan,128768798,Ruth,Queens,Ditmars Steinway,40.77949,-73.91015,Private room,78,2,69,166,2.65,1,,7/1/2019
12838,Sunny 1 bedroom Apartment,54206554,Pippa,Brooklyn,Bedford-Stuyvesant,40.68577,-73.95179,Entire home/apt,100,3,1,0,0.02,1,,3/22/2016
12839,Spacious 1 Bedroom in Historic Brownstone,49282603,Zahid,Brooklyn,Bedford-Stuyvesant,40.69054,-73.92801,Entire home/apt,75,7,4,10,0.64,1,,6/28/2019
12840,Serengeti Comfy APT,14157138,Justa,Brooklyn,Brownsville,40.66748,-73.92554,Entire home/apt,70,2,56,1,0.94,1,,10/29/2018
12841,BunkBeds 5 min to NYC 900Mb Full Closet,30384194,Patricio,Queens,Astoria,40.75713,-73.91334,Private room,99,3,1,328,0.05,2,,9/16/2017
12842,A True Brooklyn experience,13873590,Ricky,Brooklyn,Williamsburg,40.70884,-73.95742,Private room,80,1,3,0,0.06,1,,8/24/2015
12843,Apartment in the heart of Upper East Side,5707409,Mary,Manhattan,Upper East Side,40.77054,-73.95497,Entire home/apt,100,3,226,221,2.97,1,,7/1/2019
12844,Comfortable room steps from Central Park,25688822,Lucie,Manhattan,Harlem,40.79967,-73.95444,Private room,95,3,70,117,1.38,1,,6/30/2019
12845,Williamsburg Studio- Steps Away from Lorimer L,3550181,Emily,Brooklyn,Williamsburg,40.71094,-73.95026,Entire home/apt,104,2,20,0,2,1,,6/6/2019
12846,East meets West,59459840,Michelle,Manhattan,East Harlem,40.79831,-73.94201,Entire home/apt,95,3,4,88,4,1,,7/1/2019
12847,Historic Harlem 2,3905432,Rose,Manhattan,Harlem,40.81456,-73.94583,Private room,100,6,13,308,0.22,2,,5/31/2019
12848,Room w Roof in Trendy Renovated E Williamsburg Apt,6892946,Danite,Brooklyn,Williamsburg,40.70568,-73.94282,Private room,70,10,2,0,0.21,1,,11/19/2018
12849,Room in a loft in Soho/Nolita,24770383,Maeva,Manhattan,SoHo,40.7215,-73.99894,Private room,80,21,0,0,0,1,,0
12850,"Big apartment, comfy - calm bedroom",64561100,Nicolas,Manhattan,Harlem,40.81574,-73.94871,Private room,72,1,98,204,2.5,1,,6/20/2019
12851,"Lovely Studio, a Block from Trains!",15107994,Saad,Queens,Jackson Heights,40.74761,-73.89466,Entire home/apt,85,4,6,0,0.11,1,,1/6/2016
12852,My tiny Chateau,72596124,Vincent,Queens,Jackson Heights,40.74912,-73.88667,Entire home/apt,80,1,202,143,6.13,1,,6/24/2019
12853,The Refinery,18170444,Sebastian,Brooklyn,Carroll Gardens,40.68299,-73.99928,Private room,80,2,13,160,3.42,2,,5/29/2019
12854,Gorgeous Sunny Studio,24404709,Jane,Manhattan,Upper West Side,40.78635,-73.97616,Entire home/apt,93,30,16,271,0.29,1,,1/7/2019
12855,"Charming 1-Bed Apt, Brooklyn - 20 min to Manhattan",20907184,Valerie Lynn-McDonough,Brooklyn,Bay Ridge,40.63359,-74.02302,Entire home/apt,75,30,1,191,0.03,1,,6/12/2016
12856,The Brooklyn Plaza,57888148,Abosede,Brooklyn,East Flatbush,40.66242,-73.92833,Private room,70,1,0,325,0,1,,0
12857,Largest room in Astoria! Close to all mass transit,13168457,Rob,Queens,Astoria,40.76555,-73.91458,Private room,70,2,18,89,0.46,1,,11/15/2016
12858,Private room in trendy LES,24881130,Fred,Manhattan,Lower East Side,40.72184,-73.9868,Private room,100,3,0,0,0,1,,0
12859,Location! Room in Bklyn 10 minutes to Manhattan B2,188015014,Bela & Gui,Brooklyn,Bedford-Stuyvesant,40.69804,-73.94546,Private room,79,2,9,136,3.33,6,,7/6/2019
12860,"Artsy and Comfy Bedroom, Living Room, Terrace",1226950,Marysia,Brooklyn,Crown Heights,40.6769,-73.9513,Private room,75,2,0,0,0,1,,0
12861,"One BR upper east, walk out to garden",68234238,Kyle,Manhattan,Upper East Side,40.77626,-73.94693,Private room,100,1,2,0,0.05,1,,6/13/2016
12862,A little peace of heaven in the Bronx,238959309,Angel,Bronx,Longwood,40.82095,-73.89522,Private room,100,2,0,179,0,1,,0
12863,2 blocks to train -15min to Central Park - Astoria,11581619,Stacey,Queens,Long Island City,40.7605,-73.92795,Entire home/apt,100,2,45,269,2.89,1,,6/30/2019
12864,Centrally Located Bedroom with Private Garden,29518662,Jennifer,Brooklyn,Park Slope,40.68182,-73.97704,Private room,75,3,14,352,0.33,1,,4/4/2019
12865,Sunny Apt on Treelined Street 2 blocks from trains,1274264,Kristen,Brooklyn,Sunset Park,40.64918,-74.00756,Entire home/apt,100,7,0,66,0,1,,0
12866,Very comfortable Apt in Manhattan,16300425,Isaac,Manhattan,Washington Heights,40.84989,-73.93044,Private room,95,2,0,90,0,1,,0
12867,Private Room; Safe Building; All The Amenities,41287915,Larry,Brooklyn,Bushwick,40.69743,-73.92929,Private room,75,1,27,29,2.45,1,,6/30/2019
12868,"Clean and Spacious Apt. in Bay Ridge, Brooklyn, NY",73179534,Iman,Brooklyn,Fort Hamilton,40.61778,-74.02736,Private room,70,2,8,0,0.59,1,,11/4/2018
12869,Sun & Central Park,102011406,Ler,Manhattan,East Harlem,40.78977,-73.9476,Private room,99,4,16,130,0.87,1,,5/12/2019
12870,★Premier Queen Room with Balcony ★,270874051,Hotel Vetiver,Queens,Long Island City,40.75436,-73.93483,Private room,99,1,0,319,0,8,,0
12871,Top floor apartment weside Harlem,37077066,Drew,Manhattan,Harlem,40.81863,-73.95748,Private room,90,1,0,0,0,1,,0
12872,Brooklyn For Life - Park Slope,14171743,Douglas,Brooklyn,South Slope,40.66323,-73.98117,Private room,87,2,112,10,2.74,1,,6/30/2019
12873,4 min subway. 2beds 3people private room&bothroom,196058543,美德,Queens,Forest Hills,40.72081,-73.83821,Private room,88,2,37,210,4.04,5,,7/6/2019
12874,Live like a 0tive,14751,Chris,Brooklyn,Bedford-Stuyvesant,40.68773,-73.9452,Private room,100,1,0,220,0,1,,0
12875,NYC Ocean Front Suburb,262528929,Alfonso,Bronx,Throgs Neck,40.828,-73.81275,Entire home/apt,100,3,1,336,1,1,,6/22/2019
12876,"Shared apt by Theater District, Broadway",231216524,Chase,Manhattan,Hell's Kitchen,40.76546,-73.98712,Shared room,80,1,24,46,3.58,5,,6/19/2019
12877,The Greek Goddess House.,3068075,Sofia,Queens,Middle Village,40.71246,-73.88784,Private room,70,2,6,156,0.62,1,,10/7/2018
12878,Renovated 2BR apartment MIN 30 DAY,23772724,Elem,Manhattan,East Harlem,40.79726,-73.9329,Entire home/apt,100,30,12,342,0.25,15,,3/22/2019
12879,Large Furnished Room Near B'way,8967,Shunichi,Manhattan,Hell's Kitchen,40.76489,-73.98493,Private room,79,2,430,220,3.47,1,,6/24/2019
12880,Chill Bushwick Suite,3040551,Olu Bliss,Brooklyn,Bushwick,40.69709,-73.91435,Private room,80,3,0,0,0,1,,0
12881,Spacious Room in 3 bedroom Greenpoint Apartment,1349340,Noah,Brooklyn,Greenpoint,40.72728,-73.95313,Private room,75,7,0,0,0,2,,0
12882,1BR Avaliable in 3Br Condo,17603414,Kaan,Manhattan,Harlem,40.82471,-73.94332,Private room,70,4,27,156,0.75,2,,7/1/2019
12883,Brooklyn Comfy Room--20 minutes to Manhattan,1004883,Marisha,Brooklyn,Bushwick,40.6914,-73.90675,Private room,75,4,4,364,0.36,2,,10/16/2018
12884,Hip&quiet,39837217,Leo,Brooklyn,Bushwick,40.70012,-73.93775,Private room,74,3,16,131,0.48,2,,5/18/2019
12885,Beautiful Crown Heights Studio apartment,205144781,Evelyn,Brooklyn,Crown Heights,40.675,-73.92358,Entire home/apt,85,1,53,306,4.68,1,,7/5/2019
12886,SUMMER SUBLET for 2 Months in Brooklyn,73049484,Kumru,Brooklyn,Crown Heights,40.66779,-73.92875,Entire home/apt,100,44,0,53,0,2,,0
12887,16 mins to City - Entire 1 bedrm Williamsburg apt,4602029,Shireen,Brooklyn,Williamsburg,40.70644,-73.94339,Entire home/apt,85,6,7,0,0.43,1,,10/21/2018
12888,Charming and Large UES ROOM for travellers,1580799,Jenn,Manhattan,Upper East Side,40.77459,-73.95149,Private room,85,5,44,299,0.77,1,,6/28/2019
12889,Minimalist Apartment Greenpoint / Williamsburg,67958710,Felipe,Brooklyn,Greenpoint,40.72424,-73.94984,Entire home/apt,100,6,0,0,0,1,,0
12890,"Large, sunny room in the heart of Williamsburg!",3791823,Nicole,Brooklyn,Williamsburg,40.70902,-73.96059,Private room,70,4,1,0,0.16,1,,12/31/2018
12891,Le Chateau,22307859,Sharon,Brooklyn,Flatbush,40.6345,-73.9519,Private room,98,3,0,0,0,5,,0
12892,Charming West Village apartment,6212988,Kim,Manhattan,West Village,40.73326,-74.00604,Private room,100,3,16,0,0.26,1,,3/22/2016
12893,Large Master Bedroom - Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.71336,-73.96192,Private room,75,2,219,277,2.44,2,,6/19/2019
12894,Cozy suite in a Townhouse,26411218,Desmond,Queens,Elmhurst,40.73491,-73.888,Entire home/apt,83,3,77,22,4.05,2,,7/7/2019
12895,Private RM 15min from the Manhattan,5855145,Edward,Queens,Astoria,40.75959,-73.90835,Private room,70,1,136,359,1.81,2,,6/23/2019
12896,Sweet studio in Cobble Hill Brooklyn,41550565,Jeannette,Brooklyn,Cobble Hill,40.68864,-73.99896,Entire home/apt,100,30,5,117,0.33,1,,6/15/2019
12897,One Bedroom in Astoria,32003714,Christopher,Queens,Ditmars Steinway,40.77567,-73.92202,Private room,90,7,3,358,0.09,1,,8/5/2018
12898,Awesome Child Friendly Apartment!,6369087,Andrea,Brooklyn,Crown Heights,40.67652,-73.95713,Entire home/apt,100,5,7,0,0.11,1,,8/21/2018
12899,Sunny Room in Shared Apartment,19633755,Corey,Manhattan,Upper West Side,40.79744,-73.97098,Private room,95,30,2,365,0.04,1,,5/27/2016
12900,EXPERIENCE NYC The Brooklyn Way Private 2 bedrooms,160601986,Alexander,Brooklyn,Mill Basin,40.61224,-73.91854,Entire home/apt,85,3,25,139,1.3,1,,7/2/2019
12901,Cozy Studio near JFK and LaGuardia Newly Renovated,267016512,Alexis,Queens,Hollis,40.71309,-73.77171,Entire home/apt,99,1,0,139,0,1,,0
12902,Brooklyn: Close-In With Character,4623093,Matt,Brooklyn,Prospect Heights,40.67673,-73.96399,Private room,90,14,79,336,1.09,1,,5/12/2019
12903,Spacious Room in the Heart of Williamsburg,69093720,Mi0,Brooklyn,Williamsburg,40.7133,-73.94838,Private room,92,4,18,341,0.52,1,,6/3/2019
12904,South Bronx Oasis - Stunning 1 Bedroom Apartment,214871546,Dion,Bronx,Longwood,40.82718,-73.90241,Entire home/apt,90,2,58,301,6.8,1,,6/30/2019
12905,Lush mid-century haven in Greenpoint,117030530,Laine,Brooklyn,Greenpoint,40.73347,-73.95164,Private room,80,3,2,0,0.2,1,,11/24/2018
12906,Large Bedroom by Grand Central Station in NYC,21817218,Jason,Manhattan,Midtown,40.75163,-73.9722,Private room,90,7,27,35,0.5,1,,8/9/2018
12907,Bright Spacious Bushwick Home,14546480,Ire0,Brooklyn,Bushwick,40.7026,-73.92787,Entire home/apt,100,3,4,0,0.08,1,,6/4/2016
12908,Big room in Williamsburg Penthouse,48723117,Gaute,Brooklyn,Williamsburg,40.7116,-73.9521,Private room,79,4,0,0,0,1,,0
12909,Private room in Manhattan,42570179,Joanne,Manhattan,Washington Heights,40.83559,-73.94552,Private room,75,2,53,0,1.18,1,,6/29/2018
12910,Williamsburg house - Master Bedroom,536745,Johnny,Brooklyn,Williamsburg,40.71846,-73.94489,Private room,95,3,6,0,0.3,3,,4/22/2018
12911,Landmark Brownstone Sunny  3 Rooms,7245581,Michael,Manhattan,Washington Heights,40.83365,-73.94059,Entire home/apt,70,180,7,308,0.12,19,,7/6/2018
12912,Charming garden apt in a brownstone,40784273,Anne,Brooklyn,Bedford-Stuyvesant,40.68266,-73.91819,Entire home/apt,99,5,1,0,0.02,1,,8/27/2015
12913,Large basement-level studio,141146473,Rosa,Brooklyn,Prospect-Lefferts Gardens,40.66248,-73.95407,Entire home/apt,90,2,4,27,2.11,1,,6/16/2019
12914,Large 2bd 15 min to Midtown Manhattan,124740003,Dani,Queens,Ditmars Steinway,40.77764,-73.91128,Entire home/apt,100,3,93,197,3.49,1,,6/21/2019
12915,Heart of the East Village Apartment,144582127,Ted,Manhattan,East Village,40.72764,-73.98712,Private room,100,3,1,67,1,1,,6/11/2019
12916,"Le Chateau Boutique in Le Brooklyn , NY ! Voila !",148725429,Javier,Brooklyn,Bushwick,40.68942,-73.91714,Entire home/apt,99,2,17,300,6.07,2,,7/1/2019
12917,Luxury Boutique Private  One-bedroom Apartment,109389069,Victoria,Brooklyn,Bushwick,40.69414,-73.92477,Entire home/apt,98,2,7,4,3.33,1,,7/3/2019
12918,clean + cute room in williamsburg,14818218,Ashley,Brooklyn,Williamsburg,40.70877,-73.95064,Private room,80,2,3,84,3,1,,7/1/2019
12919,Amazing Art Deco studio with backyard in Manhattan,29967049,Dario,Manhattan,East Harlem,40.78899,-73.94727,Entire home/apt,99,14,6,3,0.27,1,,6/21/2019
12920,1BR Apt in the Bay Ridge!,17208512,Aleksandar,Brooklyn,Bay Ridge,40.63195,-74.0214,Entire home/apt,75,3,4,0,0.08,1,,4/28/2019
12921,Massive Master Bedroom in Manhattan Apartment,271029539,Dominique,Manhattan,Harlem,40.82126,-73.95458,Private room,70,1,0,90,0,4,,0
12922,Quiet and Sunny Astoria NYC apt,5749658,Jason,Queens,Astoria,40.75636,-73.927,Entire home/apt,70,30,10,3,0.41,1,,8/21/2018
